id,short_name,title,authors,year,date,venue,url,code_url,topics,tier,note_zh
2506.01953,Fast-in-Slow,Fast-in-Slow: A Dual-System Foundation Model Unifying Fast Manipulation within Slow Reasoning,"Hao Chen, Jiaming Liu, Chenyang Gu, Zhuoyang Liu, Renrui Zhang, Xiaoqi Li, Xiao He, Yandong Guo, Chi-Wing Fu, Shanghang Zhang, Pheng-Ann Heng",2025,2025-06-02,arXiv,https://arxiv.org/abs/2506.01953,https://fast-in-slow.github.io,T13;T14,core,System 1 嵌入 System 2 共享参数的统一双系统 VLA，action chunk=8 时 117.7 Hz。
2506.10826,RationalVLA,RationalVLA: A Rational Vision-Language-Action Model with Dual System,"Wenxuan Song, Jiayi Chen, Wenxue Li, Xu He, Han Zhao, Can Cui, Pengxiang Ding Shiyan Su, Feilong Tang, Xuelian Cheng, Donglin Wang, Zongyuan Ge, Xinhu Zheng, Zhe Liu, Hesheng Wang, Haoang Li",2025,2025-06-12,arXiv,https://arxiv.org/abs/2506.10826,https://irpn-eai.github.io/RationalVLA,T13;T17,core,RAMA 基准含 6 维缺陷指令；双系统通过可学习 latent 嵌入拒绝不可行指令。
2509.18597,Growing with Your Embodied Agent,Growing with Your Embodied Agent: A Human-in-the-Loop Lifelong Code Generation Framework for Long-Horizon Manipulation Skills,"Yuan Meng, Zhenguo Sun, Max Fest, Xukun Li, Zhenshan Bing, Alois Knoll",2025,2025-09-23,arXiv,https://arxiv.org/abs/2509.18597,,T7;T8;T2,core,人在环的终身代码生成：把纠正编码为可复用技能 + 外部记忆 RAG，解决 20+ 原语的超长程任务。
2509.24219,ViReSkill,ViReSkill: Vision-Grounded Replanning with Skill Memory for LLM-Based Planning in Lifelong Robot Learning,"Tomoyuki Kagaya, Subramanian Lakshmi, Anbang Ye, Thong Jing Yuan, Jayashree Karlekar, Sugiri Pranata, Natsuki Murakami, Akira Kinose, Yang You",2025,2025-09-29,arXiv,https://arxiv.org/abs/2509.24219,,T5;T8;T6,core,失败时视觉接地重规划，成功后把计划存入技能记忆下次直接复用，无需再调 LLM。
2509.25756,SAC Flow,SAC Flow: Sample-Efficient Reinforcement Learning of Flow-Based Policies via Velocity-Reparameterized Sequential Modeling,"Yixian Zhang, Shu'ang Yu, Tonghe Zhang, Mo Guang, Haojia Hui, Kaiwen Long, Yu Wang, Chao Yu, Wenbo Ding",2025,2025-09-30,arXiv,https://arxiv.org/abs/2509.25756,,T9,core,把 flow rollout 视为残差 RNN，用门控/解码速度网络稳定 off-policy RL 训练 flow 策略。
2510.11660,ManiAgent,ManiAgent: An Agentic Framework for General Robotic Manipulation,"Yi Yang, Kefan Gu, Yuqing Wen, Hebei Li, Yucheng Zhao, Tiancai Wang, Xudong Liu",2025,2025-10-13,arXiv,https://arxiv.org/abs/2510.11660,https://yi-yang929.github.io/ManiAgent/,T1,core,多 agent 感知-分解-动作生成，SimplerEnv 86.8%，可为 VLA 生成训练数据。
2510.26536,RoboOS-NeXT,"RoboOS-NeXT: A Unified Memory-based Framework for Lifelong, Scalable, and Robust Multi-Robot Collaboration","Huajie Tan, Cheng Chi, Xiansheng Chen, Yuheng Ji, Zhongxia Zhao, Xiaoshuai Hao, Yaoxu Lyu, Mingyu Cao, Junkai Zhao, Huaihai Lyu, Enshen Zhou, Ning Chen, Yankai Fu, Cheng Peng, Wei Guo, Dong Liang, Zhuo Chen, Mengsi Lyu, Chenrui He, Yulong Ao, Yonghua Lin, Pengwei Wang, Zhongyuan Wang, Shanghang Zhang",2025,2025-10-30,arXiv,https://arxiv.org/abs/2510.26536,https://flagopen.github.io/RoboOS/,T19;T21;T5,core,Spatio-Temporal-Embodiment Memory 统一多机器人终身协作的共享记忆。
2512.00076,Arcadia,Arcadia: Toward a Full-Lifecycle Framework for Embodied Lifelong Learning,"Minghe Gao, Juncheng Li, Yuze Lin, Xuqi Liu, Jiaming Ji, Xiaoran Pan, Zihan Xu, Xian Li, Mingjie Li, Wei Ji, Rong Wei, Rui Tang, Qizhou Wang, Kai Shen, Jun Xiao, Qi Wu, Siliang Tang, Yueting Zhuang",2025,2025-11-25,arXiv,https://arxiv.org/abs/2512.00076,,T7;T10;T11,core,全生命周期闭环：自进化探索 → 生成式场景重建 → 共享具身表征 → sim-from-real 评估与演化。
2601.05248,LaST0,LaST$_{0}$: Latent Spatio-Temporal Chain-of-Thought for Robotic Vision-Language-Action Model,"Zhuoyang Liu, Jiaming Liu, Hao Chen, Jiale Yu, Ziyu Guo, Chengkai Hou, Chenyang Gu, Xiangju Mi, Renrui Zhang, Kun Wu, Zhengping Che, Jian Tang, Pheng-Ann Heng, Shanghang Zhang",2026,2026-01-08,arXiv,https://arxiv.org/abs/2601.05248,https://vla-last0.github.io/,T13,core,潜空间时空 CoT：未来视觉、3D 结构、本体状态进入 latent 推理，MoT 双专家异频运行。
2601.06748,TT-VLA,On-the-Fly VLA Adaptation via Test-Time Reinforcement Learning,"Changyu Liu, Yiyang Liu, Taowen Wang, Qiao Zhuang, James Chenhao Liang, Wenhao Yang, Renjing Xu, Qifan Wang, Dongfang Liu, Cheng Han",2026,2026-01-11,arXiv,https://arxiv.org/abs/2601.06748,,T9,core,测试时 RL：用逐步任务进度密集奖励在推理时在线适配 VLA。
2602.01100,StreamVLA,StreamVLA: Breaking the Reason-Act Cycle via Completion-State Gating,"Tongqing Chen, Hang Wu, Jiasen Wang, Xiaotao Li, Lu Fang",2026,2026-02-01,arXiv,https://arxiv.org/abs/2602.01100,,T13,core,Lock-and-Gated：仅在子任务切换时触发慢思考并想象完成态，72% 时间步跳过自回归解码，延迟 -48%。
2602.01662,AgenticLab (PLanAR),PLanAR: Planning-Language-Grounded Agentic Reasoning for Robot Manipulation,"Pengyuan Guo, Zhonghao Mai, Zhengtong Xu, Kaidi Zhang, Quan Khanh Luu, Heng Zhang, Zichen Miao, Arash Ajoudani, Zachary Kingston, Qiang Qiu, Yu She",2026,2026-02-02,arXiv,https://arxiv.org/abs/2602.01662,https://agentic1ab.github.io/,T1;T6;T22;T23,core,Purdue 真机 agent 平台：以规划语言（谓词/动作 schema）定义 VLM 推理空间，逐步验证符号效果并重规划。
2602.09023,TwinRL,TwinRL: Digital Twin-Driven Reinforcement Learning for Real-World Robotic Manipulation,"Qinwen Xu, Jiaming Liu, Rui Zhou, Shaojun Shi, Nuowei Han, Zhuoyang Liu, Chenyang Gu, Shuo Gu, Yang Yue, Gao Huang, Wenzhao Zheng, Sirui Han, Peng Jia, Shanghang Zhang",2026,2026-02-09,arXiv,https://arxiv.org/abs/2602.09023,,T9;T11,core,手机拍摄重建数字孪生，twin 内并行 RL 预热真机 RL 并定位易失败配置；20 分钟真机交互接近 100% 成功。
2602.11291,H-WM,H-WM: Robotic Task and Motion Planning Guided by Hierarchical World Model,"Jinbang Huang, Wenyuan Chen, Zhiyuan Li, Oscar Pang, Xiao Hu, Lingfeng Zhang, Yuanzhao Hu, Zhanguang Zhang, Mark Coates, Tongtong Cao, Xingyue Quan, Yingxue Zhang",2026,2026-02-11,arXiv,https://arxiv.org/abs/2602.11291,,T4;T12,core,分层世界模型：高层逻辑世界模型 + 低层视觉世界模型联合预测，为 VLA 提供稳定中间引导。
2602.13591,AgentRob,AgentRob: From Virtual Forum Agents to Hijacked Physical Robots,"Wenrui Liu, Yaxuan Wang, Xun Zhang, Yanshu Wang, Jiashen Wei, Yifan Xiang, Yuhang Wang, Mingshen Ye, Elsie Dai, Zhiqi Liu, Yingjie Xu, Xinyang Chen, Hengzhe Sun, Jiyu Shen, Jingjing He, Tong Yang",2026,2026-02-14,arXiv,https://arxiv.org/abs/2602.13591,,T3;T18;T17,core,通过 MCP 把论坛 agent 与 Unitree Go2/G1 相连，展示论坛介导的多 agent 机器人编排（及被劫持风险）。
2603.04639,RoboMME,RoboMME: Benchmarking and Understanding Memory for Robotic Generalist Policies,"Yinpei Dai, Hongze Fu, Jayjun Lee, Yuejiang Liu, Haoran Zhang, Jianing Yang, Chelsea Finn, Nima Fazeli, Joyce Chai",2026,2026-03-04,ICML 2026,https://arxiv.org/abs/2603.04639,https://robomme.github.io,T5,core,ICML 2026。16 个任务覆盖时间/空间/物体/程序四类记忆，14 个 π0.5 记忆变体；记忆表示的有效性高度任务依赖。
2603.11558,RoboClaw,RoboClaw: An Agentic Framework for Scalable Long-Horizon Robotic Tasks,"Ruiying Li, Yunlang Zhou, YuYao Zhu, Kylin Chen, Jingyuan Wang, Sukai Wang, Kongtao Hu, Minhui Yu, Bowen Jiang, Zhan Su, Jiayao Ma, Xin He, Yongjian Shen, Yang Yang, Guanghui Ren, Maoqing Yao, Wenhao Wang, Yao Mu",2026,2026-03-12,arXiv,https://arxiv.org/abs/2603.11558,https://github.com/RoboClaw-Robotics/RoboClaw,T4;T10;T7;T24,core,统一采集-学习-部署的 VLM 控制器；Entangled Action Pairs 把正向技能与逆向恢复绑定实现自复位采数据，成功率 +25%，人工时间 -53.7%。
2603.15600,PRIMO R1,From Passive Observer to Active Critic: Reinforcement Learning Elicits Process Reasoning for Robotic Manipulation,"Yibin Liu, Yaxing Lyu, Daqi Gao, Zhixuan Liang, Weiliang Tang, Shilong Mu, Xiaokang Yang, Yao Mu",2026,2026-03-16,arXiv,https://arxiv.org/abs/2603.15600,,T24;T23;T6,core,7B 视频 MLLM 从“观察者”变“批评者”：以初始 / 当前画面锚定过程视频，RL 激励显式 CoT 估计进度与失败位置；RoboFail 失败检测 67%。
2603.22435,CaP-X,CaP-X: A Framework for Benchmarking and Improving Coding Agents for Robot Manipulation,"Letian Fu, Justin Yu, Karim El-Refai, Ethan Kou, Haoru Xue, Huang Huang, Wenli Xiao, Guanzhi Wang, Dantong Niu, Fei-Fei Li, Guanya Shi, Jiajun Wu, Shankar Sastry, Yuke Zhu, Ken Goldberg, Linxi ""Jim"" Fan",2026,2026-03-23,arXiv,https://arxiv.org/abs/2603.22435,,T2;T9;T22,core,CaP-Gym / CaP-Bench / CaP-Agent0 / CaP-RL 四件套；抽象降低时性能下降，可用 agentic test-time compute 弥补；RL with verifiable reward 可 sim2real。
2603.26997,ROSClaw (OpenClaw ROS 2),ROSClaw: An OpenClaw ROS 2 Framework for Agentic Robot Control and Interaction,"Irvin Steve Cardenas, Marcus Anthony Arnett, Natalie Catherine Yeo, Lucky Sah, Jong-Hoon Kim",2026,2026-03-27,arXiv,https://arxiv.org/abs/2603.26997,,T3;T17;T18,core,OpenClaw runtime + ROS 2 的模型无关执行层：能力发现、观测归一、安全包络内的预执行验证、审计日志；发现不同前沿模型越权动作率差 3.4-4.8 倍。
openclawpi-agilex,OpenClawPi,OpenClawPi: AgileX Robotics Skill Set Library for OpenClaw,AgileX Robotics,2026,2026-04,Open Robotics Discourse / Hackster,https://discourse.openrobotics.org/t/rapid-deployment-of-openclaw-and-graspgen-crawling-system/53764,https://discourse.openrobotics.org/t/rapid-deployment-of-openclaw-and-graspgen-crawling-system/53764,T3;T8,core,松灵机器人（AgileX）面向 OpenClaw 的模块化机器人技能库，覆盖机械臂控制、抓取等场景。
2604.04664,ROSClaw (Heterogeneous),ROSClaw: A Hierarchical Semantic-Physical Framework for Heterogeneous Multi-Agent Collaboration,"Rongfeng Zhao, Xuanhao Zhang, Zhaochen Guo, Xiang Shao, Zhongpan Zhu, Bin He, Jie Chen",2026,2026-04-06,arXiv,https://arxiv.org/abs/2604.04664,https://www.rosclaw.io/,T3;T20,core,同名工作：e-URDF 物理约束 + sim-real 拓扑映射，统一 VLM 控制器串起采集、训练与执行。
2604.07833,Runtime Governance for Embodied Agents,Harnessing Embodied Agents: Runtime Governance for Policy-Constrained Execution,"Xue Qin, Simin Luan, John See, Zeyd Boukhers, Cong Yang, Zhijun Li",2026,2026-04-09,arXiv,https://arxiv.org/abs/2604.07833,,T16;T17,core,把治理外置为运行时层：策略检查、能力准入、执行监控、回滚、人工接管；96.2% 越权拦截。
2605.00416,Learning While Deploying (LWD),Learning While Deploying: Fleet-Scale Reinforcement Learning for Generalist Robot Policies,"Yi Wang, Xinchen Li, Pengwei Xie, Pu Yang, Buqing Nie, Yunuo Cai, Qinglin Zhang, Chendi Qu, Jeffrey Wu, Jianheng Song, Xinlin Ren, Jingshun Huang, Mingjie Pan, Siyuan Feng, Zhi Chen, Jianlan Luo",2026,2026-05-01,arXiv,https://arxiv.org/abs/2605.00416,,T9;T10;T21,core,16 台双臂机器人 fleet-scale 离线到在线 RL 持续后训练通用 VLA（DIVL + QAM），8 个真实任务平均 95%。
2605.23904,SkillOpt,SkillOpt: Executive Strategy for Self-Evolving Agent Skills,"Yifan Yang, Ziyang Gong, Weiquan Huang, Qihao Yang, Ziwei Zhou, Zisu Huang, Yan Li, Xuemei Gao, Qi Dai, Bei Liu, Kai Qiu, Yuqing Yang, Dongdong Chen, Xue Yang, Chong Luo",2026,2026-05-22,arXiv,https://arxiv.org/abs/2605.23904,https://aka.ms/skillopt,T7;T8;T0,core,把 skill.md 当冻结 agent 的外部可训练状态：有界编辑 + held-out 验证门 + 拒绝编辑缓冲 + epoch 慢更新；52/52 cells 最优或并列。
2606.09416,Harness Engineering for Physical AI,Harness Engineering for Physical AI: Robot Middleware Is the Harness Layer,"Sanghoon Lee, Jiyeong Chae, Kyung-Joon Park",2026,2026-06-08,ACM/IFIP Middleware 2026 (Big Ideas),https://arxiv.org/abs/2606.09416,,T14;T15;T16,core,机器人中间件即 Harness 层：必须同时在控制、计算、通信三处介入；提出 Projection / Isolation / Transfer 三个缺失的强制功能与 ROS 2 Harness Profile。
2606.16458,RHO,RHO: Your Coding Agent is Secretly a Roboticist,"Karim Elmaaroufi, Justin Svegliato, Sarunas Kalade, Graham Schelle, Sanjit A. Seshia, Matei Zaharia",2026,2026-06-15,arXiv,https://arxiv.org/abs/2606.16458,https://rho-robotics.github.io,T2;T15,core,Robotics Harness Optimization：coding agent 在训练时搜索多文件策略仓库（Repositories-as-Policies），部署时单轮执行，LIBERO-PRO 45% vs π0.5 12.8%。
2606.18247,VERITAS,Visual Verification Enables Inference-time Steering and Autonomous Policy Improvement,"Mingtong Zhang, Dhruv Shah",2026,2026-06-16,arXiv,https://arxiv.org/abs/2606.18247,https://veritas-improvement.github.io/,T24;T23;T9;T10,core,生成器-验证器框架：冻结通用策略 + 无梯度视觉验证器做推理时引导，验证过的自生成轨迹再微调策略；50 条自主轨迹 70% vs 同量人工示范 65%。
2606.19980,ENPIRE,ENPIRE: Agentic Robot Policy Self-Improvement in the Real World,"Wenli Xiao, Jia Xie, Tonghe Zhang, Haotian Lin, Letian ""Max"" Fu, Haoru Xue, Jalen Lu, Yi Yang, Cunxi Dai, Zi Wang, Jimmy Wu, Guanzhi Wang, S. Shankar Sastry, Ken Goldberg, Linxi ""Jim"" Fan, Yuke Zhu, Guanya Shi",2026,2026-06-18,arXiv,https://arxiv.org/abs/2606.19980,,T2;T7;T9;T10;T21;T24,core,coding agent 的真机 harness：EN（自动 reset+验证）/ PI / R（多机并行 rollout）/ E（读日志改算法与基础设施），自主训练策略至 99% 成功。
2606.22338,RoboMME-Interference,RoboMME-Interference: Benchmarking Robot Memory Under Interference,Soumil Rathi,2026,2026-06-21,arXiv,https://arxiv.org/abs/2606.22338,https://robotmemorybench.com,T5,core,跨会话干扰基准：感知型记忆随无关会话累积而衰减，检索步骤可恢复。
2607.00272,ASPIRE,ASPIRE: Agentic /Skills Discovery for Robotics,"Runyu Lu, Yubo Wu, Ethan Kou, Letian Fu, Wenli Xiao, Ajay Mandlekar, Yinzhen Xu, Guanya Shi, Ken Goldberg, Ang Chen, Mosharaf Chowdhury, Yuke Zhu, Linxi ""Jim"" Fan, Guanzhi Wang",2026,2026-06-30,arXiv,https://arxiv.org/abs/2607.00272,https://research.nvidia.com/labs/gear/aspire/,T2;T6;T7;T8;T20;T24,core,NVIDIA GEAR：执行引擎 + 技能库 + 演化搜索的持续学习系统，技能跨任务/仿真/真机/本体持久化，LIBERO-Pro Long 零样本 31% vs 4%。
2607.08448,Harness VLA,Harness VLA: Steering Frozen VLAs into Reliable Manipulation Primitives via Memory-Guided Agents,"Yixian Zhang, Huanming Zhang, Feng Gao, Xiao Li, Zhihao Liu, Chunyang Zhu, Jiaxing Qiu, Yuchen Yan, Jiyuan Liu, Wenhao Tang, Zhengru Fang, Yi Nie, Changxu Wei, Yu Wang, Wenbo Ding, Chao Yu",2026,2026-07-09,arXiv,https://arxiv.org/abs/2607.08448,https://github.com/RLinf/RPent,T15;T6;T20;T23,core,把冻结 VLA 暴露为可重试的接触原语，与少量解析原语组合；从执行轨迹学习原语的适用范围而非扩张技能库；LIBERO-Pro +38.6pp。
2607.16636,PhyAgentOS,PhyAgentOS: A Self-Evolving Operating System for Embodied Agents with Decoupled Cognitive Planning and Physical Execution,"Yang Liu, Weixing Chen, Xinshuai Song, Tao Pu, Siwen Mo, Yongjie Bai, Zihao Chen, Qianran Sun, Liruo Zhong, Ying Shen, Liang Lin",2026,2026-07-18,arXiv,https://arxiv.org/abs/2607.16636,,T7;T15;T16;T17;T23,core,会话为最小调度单元的运行时：State-as-a-File、SessionVerifier 区分执行终止与语义完成、epistemic memory、分层安全；19+ 本体验证。
2608.24115,PonderPounce,PonderPounce: A Pretrained MLLM as an Episode Context Engine for Robot Control,"Suhwan Choi, Jaeyoon Jung, Sungkyung Kim, Yunsung Lee, Youngjae Yu",2026,2026-08-25,arXiv,https://arxiv.org/abs/2608.24115,https://worv-ai.github.io/ponderpounce/,T5;T13,core,复用 MLLM 原生因果上下文作为 episode 记忆：Ponder(System2) 异步向 Pounce(System1 VLA) 发送最新认知 token；RoboMME 60.83% vs π0.5 17.93%。
mhs-anthropic-2026,Model Hardware Standard (MHS),Previewing the Model Hardware Standard (MHS),Anthropic,2026,2026-08-27,Anthropic Research Preview,https://www.anthropic.com/news/model-hardware-standard-research-preview,https://www.anthropic.com/news/model-hardware-standard-research-preview,T18;T3,core,Anthropic 2026-08-27 研究预览：让 agent 通过统一规范发现、操作、排障真实设备（显微镜、液体处理器、机械臂），被称为硬件版 MCP。
2410.08001,RoboDual,"Towards Synergistic, Generalized, and Efficient Dual-System for Robotic Manipulation","Qingwen Bu, Hongyang Li, Li Chen, Jisong Cai, Jia Zeng, Heming Cui, Maoqing Yao, Yu Qiao",2024,2024-10-10,arXiv,https://arxiv.org/abs/2410.08001,https://opendrivelab.com/RoboDual/,T13,extended,通用-专家双系统，3.8x 控制频率。
2505.03912,OpenHelix,"OpenHelix: A Short Survey, Empirical Analysis, and Open-Source Dual-System VLA Model for Robotic Manipulation","Can Cui, Pengxiang Ding, Wenxuan Song, Shuanghao Bai, Xinyang Tong, Zirui Ge, Runze Suo, Wanqi Zhou, Yang Liu, Bofang Jia, Han Zhao, Siteng Huang, Donglin Wang",2025,2025-05-06,arXiv,https://arxiv.org/abs/2505.03912,https://openhelix-robot.github.io/,T13,extended,双系统 VLA 短综述 + 开源模型。
2509.24524,PhysiAgent,PhysiAgent: An Embodied Agent Framework in Physical World,"Zhihao Wang, Jianxiong Li, Jinliang Zheng, Wencong Zhang, Dongxiu Liu, Yinan Zheng, Haoyi Niu, Junzhi Yu, Xianyuan Zhan",2025,2025-09-29,arXiv,https://arxiv.org/abs/2509.24524,,T1;T6,extended,VLM 根据 VLA 实时熟练度反馈组织 monitor / memory / reflection 组件。
2510.12985,SENTINEL,SENTINEL: A Multi-Level Formal Framework for Safety Evaluation of Foundation Model-based Embodied Agents,"Simon Sinong Zhan, Philip Wang, Yao Liu, Yiyan Peng, Zinan Wang, Qineng Wang, Zhian Ruan, Xiangyu Shi, Xinyu Cao, Frank Yang, Zhenyang Ni, Kangrui Wang, Ruohan Zhang, Huajie Shao, Manling Li, Qi Zhu",2025,2025-10-14,arXiv,https://arxiv.org/abs/2510.12985,,T17;T23,extended,语义/计划/轨迹三层时序逻辑形式化安全评估。
2510.21302,Neuro-Symbolic Code-as-Policies,Towards Reliable Code-as-Policies: A Neuro-Symbolic Framework for Embodied Task Planning,"Sanghyun Ahn, Wonje Choi, Junyong Lee, Jinwoo Park, Honguk Woo",2025,2025-10-24,NeurIPS 2025 Spotlight,https://arxiv.org/abs/2510.21302,,T2;T23,extended,NeurIPS 2025 Spotlight：符号验证 + 交互式验证代码，成功率比 CaP +46.2%。
2511.03497,ROSBag MCP Server,ROSBag MCP Server: Analyzing Robot Data with LLMs for Agentic Embodied AI Applications,"Lei Fu, Sahar Salimpour, Leonardo Militano, Harry Edelman, Jorge Peña Queralta, Giovanni Toffetti",2025,2025-11-05,arXiv,https://arxiv.org/abs/2511.03497,https://github.com/binabik-ai/mcp-rosbags,T3;T18,extended,用 MCP 让 LLM 分析 ROS/ROS 2 bag 数据。
2511.21510,Tool-RoCo,Tool-RoCo: An Agent-as-Tool Self-organization Large Language Model Benchmark in Multi-robot Cooperation,"Ke Zhang, Xiaoning Zhao, Ce Zheng, Jiahong Ning, Dandan Zhu, Wenqi Zhang, Chen Sun, Toshiharu Sugawara",2025,2025-11-26,arXiv,https://arxiv.org/abs/2511.21510,https://github.com/ColaZhang22/Tool-Roco,T19,extended,把其他 agent 当工具的自组织多机器人基准。
2601.08454,Real2Sim via Active Perception (BT),Real2Sim via Active Perception with Behavior Trees Automatically Generated by VLMs,"Alessandro Adami, Sebastian Zudaire, Ruggero Carli, Pietro Falco",2026,2026-01-13,arXiv,https://arxiv.org/abs/2601.08454,,T11;T22,extended,VLM 生成行为树主动获取缺失物理参数。
2601.08325,ActiveVLA,ActiveVLA: Injecting Active Perception into Vision-Language-Action Models for Precise 3D Robotic Manipulation,"Zhenyang Liu, Yongchong Gu, Yikai Wang, Xiangyang Xue, Yanwei Fu",2026,2026-01-13,arXiv,https://arxiv.org/abs/2601.08325,,T22,extended,关键区域定位 + 主动视点选择与 3D 放大。
2601.20577,MeCo,MeCo: Enhancing LLM-Empowered Multi-Robot Collaboration via Similar Task Memoization,"Baiqing Wang, Helei Cui, Bo Zhang, Xiaolong Zheng, Bin Guo, Zhiwen Yu",2026,2026-01-28,arXiv,https://arxiv.org/abs/2601.20577,,T19;T5,extended,相似任务记忆化复用多机器人计划。
2602.09430,AtomBridge,AtomBridge: Agentic VLA Inference Plugin for Long-Horizon Tasks in Scientific Experiments,"Yiwen Pang, Bo Zhou, Changjin Li, Xuanhao Wang, Shengxiang Xu, Deng-Bao Wang, Peng Cheng, Shimin Di, Jingkuan Song, Min-Ling Zhang",2026,2026-02-10,arXiv,https://arxiv.org/abs/2602.09430,,T4;T2,extended,在原子技能边界由 LLM 生成过渡动作代码，8 步任务成功率 +10-25%。
